uniprot_id1,jaspar_mat_id,mat_name,Gene_Symbols
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1195,AT5G56840,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
NA,MA1196,AT5G05790,NA
