uniprot_id1,jaspar_mat_id,mat_name,Gene_Symbols
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1192,DIV1,NA
NA,MA1411,TSAR1,NA
NA,MA1411,TSAR1,NA
NA,MA1411,TSAR1,NA
NA,MA1411,TSAR1,NA
NA,MA1411,TSAR1,NA
NA,MA1411,TSAR1,NA
